"Major area, region, country or area *",Period,Age (x),Age interval (n),"Central death rate m(x,n)"
Western Asia,2010-2015,65,5,0.02167
Western Asia,2010-2015,70,5,0.03681
Western Asia,2010-2015,75,5,0.06167
Western Asia,2010-2015,80,5,0.10118
Western Asia,2010-2015,85,15,0.19549
Western Europe,2010-2015,0,1,0.00328
Western Europe,2010-2015,1,4,0.00017
Western Europe,2010-2015,5,5,0.00008
Western Europe,2010-2015,10,5,0.00011
Western Europe,2010-2015,15,5,0.00025
Western Europe,2010-2015,20,5,0.00039
Western Europe,2010-2015,25,5,0.00044
Western Europe,2010-2015,30,5,0.00054
Western Europe,2010-2015,35,5,0.00079
Western Europe,2010-2015,40,5,0.00130
Western Europe,2010-2015,45,5,0.00227
Western Europe,2010-2015,50,5,0.00372
Western Europe,2010-2015,55,5,0.00563
Western Europe,2010-2015,60,5,0.00811
Western Europe,2010-2015,65,5,0.01159
Western Europe,2010-2015,70,5,0.01939
Western Europe,2010-2015,75,5,0.03480
Western Europe,2010-2015,80,5,0.06149
Western Europe,2010-2015,85,15,0.14888
Western Sahara,2010-2015,0,1,0.03845
Western Sahara,2010-2015,1,4,0.00233
Western Sahara,2010-2015,5,5,0.00085
Western Sahara,2010-2015,10,5,0.00069
Western Sahara,2010-2015,15,5,0.00117
Western Sahara,2010-2015,20,5,0.00165
Western Sahara,2010-2015,25,5,0.00179
Western Sahara,2010-2015,30,5,0.00207
Western Sahara,2010-2015,35,5,0.00266
Western Sahara,2010-2015,40,5,0.00372
Western Sahara,2010-2015,45,5,0.00559
Western Sahara,2010-2015,50,5,0.00856
Western Sahara,2010-2015,55,5,0.01328
Western Sahara,2010-2015,60,5,0.02082
Western Sahara,2010-2015,65,5,0.03293
Western Sahara,2010-2015,70,5,0.05315
Western Sahara,2010-2015,75,5,0.08613
Western Sahara,2010-2015,80,5,0.13953
Western Sahara,2010-2015,85,15,0.24655
WORLD,2010-2015,0,1,0.03696
WORLD,2010-2015,1,4,0.00360
WORLD,2010-2015,5,5,0.00129
WORLD,2010-2015,10,5,0.00093
WORLD,2010-2015,15,5,0.00121
WORLD,2010-2015,20,5,0.00157
WORLD,2010-2015,25,5,0.00188
WORLD,2010-2015,30,5,0.00227
WORLD,2010-2015,35,5,0.00268
WORLD,2010-2015,40,5,0.00322
WORLD,2010-2015,45,5,0.00434
WORLD,2010-2015,50,5,0.00635
WORLD,2010-2015,55,5,0.00956
WORLD,2010-2015,60,5,0.01476
WORLD,2010-2015,65,5,0.02331
WORLD,2010-2015,70,5,0.03662
WORLD,2010-2015,75,5,0.05690
WORLD,2010-2015,80,5,0.08724
WORLD,2010-2015,85,15,0.16530
Yemen,2010-2015,0,1,0.05594
Yemen,2010-2015,1,4,0.00516
Yemen,2010-2015,5,5,0.00146
Yemen,2010-2015,10,5,0.00114
Yemen,2010-2015,15,5,0.00179
Yemen,2010-2015,20,5,0.00249
Yemen,2010-2015,25,5,0.00275
Yemen,2010-2015,30,5,0.00317
Yemen,2010-2015,35,5,0.00391
Yemen,2010-2015,40,5,0.00509
Yemen,2010-2015,45,5,0.00697
Yemen,2010-2015,50,5,0.01016
Yemen,2010-2015,55,5,0.01508
Yemen,2010-2015,60,5,0.02329
Yemen,2010-2015,65,5,0.03612
Yemen,2010-2015,70,5,0.05755
Yemen,2010-2015,75,5,0.09207
Yemen,2010-2015,80,5,0.14645
Yemen,2010-2015,85,15,0.25067
Zambia,2010-2015,0,1,0.05794
Zambia,2010-2015,1,4,0.00745
Zambia,2010-2015,5,5,0.00363
Zambia,2010-2015,10,5,0.00339
Zambia,2010-2015,15,5,0.00314
Zambia,2010-2015,20,5,0.00402
Zambia,2010-2015,25,5,0.00607
Zambia,2010-2015,30,5,0.00821
Zambia,2010-2015,35,5,0.01109
Zambia,2010-2015,40,5,0.01081
Zambia,2010-2015,45,5,0.01006
Zambia,2010-2015,50,5,0.01087
Zambia,2010-2015,55,5,0.01292
Zambia,2010-2015,60,5,0.01897
Zambia,2010-2015,65,5,0.02947
Zambia,2010-2015,70,5,0.04724
Zambia,2010-2015,75,5,0.07637
Zambia,2010-2015,80,5,0.12367
Zambia,2010-2015,85,15,0.22416
Zimbabwe,2010-2015,0,1,0.05042
Zimbabwe,2010-2015,1,4,0.00625
Zimbabwe,2010-2015,5,5,0.00333
Zimbabwe,2010-2015,10,5,0.00389
Zimbabwe,2010-2015,15,5,0.00363
Zimbabwe,2010-2015,20,5,0.00374
Zimbabwe,2010-2015,25,5,0.00697
Zimbabwe,2010-2015,30,5,0.01156
Zimbabwe,2010-2015,35,5,0.01953
Zimbabwe,2010-2015,40,5,0.02165
Zimbabwe,2010-2015,45,5,0.02138
Zimbabwe,2010-2015,50,5,0.01830
Zimbabwe,2010-2015,55,5,0.01760
Zimbabwe,2010-2015,60,5,0.02164
Zimbabwe,2010-2015,65,5,0.03093
Zimbabwe,2010-2015,70,5,0.04739
Zimbabwe,2010-2015,75,5,0.07495
Zimbabwe,2010-2015,80,5,0.11930
Zimbabwe,2010-2015,85,15,0.21982
